target
МВД ПО РЕСП. АДЫГЕЯ
ТП № 49 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 50 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
МП № 51 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 51 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 51 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 52 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 53 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 54 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 55 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 56 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 57 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 58 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 59 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГ
ТП № 59 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 60 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
МП № 61 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 61 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 62 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОДВОРЦОВОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 63 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОДВОРЦОВОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 64 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОДВОРЦОВОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 65 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 66 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 67 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 68 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 69 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 70 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 71 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПУШКИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
МП № 72 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПУШКИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 72 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПУШКИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 73 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 74 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 75 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛ.
ТП № 75 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 76 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 77 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 78 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 79 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 80 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 81 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 82 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 83 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 84 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КРОНШТАДТСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ ПО ВОПРОСАМ ВЫНУЖДЕННЫХ ПЕРЕСЕЛЕНЦЕВ И БЕЖЕНЦЕВ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
ОТДЕЛОМ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
ОТДЕЛОМ ПО РАБОТЕ С ИНОСТРАННЫМИ ГРАЖДАНАМИ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
УФМС РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
ТП № 143 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПУШКИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 139 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
МП № 141 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ТП № 141 ОУФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ ПО ВОПРОСАМ ГРАЖДАНСТВА УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ.
ТП № 44 МРО № 1 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ КУРОРТНЫЙ И КРОНШТАДТСКИЙ Р-НЫ Г. САНКТ-ПЕТЕРБУРГА)
ТП № 46 МРО № 1 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ КУРОРТНЫЙ И КРОНШТАДТСКИЙ Р-НЫ Г. САНКТ-ПЕТЕРБУРГА)
ТП № 142 МРО № 1 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ КУРОРТНЫЙ И КРОНШТАДТСКИЙ Р-НЫ Г. САНКТ-ПЕТЕРБУРГА)
ТП № 62 МО 2 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛ.
ТП № 62 МРО № 2 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ ПЕТРОДВОРЦОВЫЙ Р-Н Г. САНКТ-ПЕТЕРБУРГА И ЛОМОНОСОВСКИЙ Р-Н ЛЕНИНГРАДСКОЙ ОБЛ.)
ТП № 63 МРО № 2 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ ПЕТРОДВОРЦОВЫЙ Р-Н Г. САНКТ-ПЕТЕРБУРГА И ЛОМОНОСОВСКИЙ Р-Н ЛЕНИНГРАДСКОЙ ОБЛ.)
ТП № 64 МРО № 2 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ ПЕТРОДВОРЦОВЫЙ Р-Н Г. САНКТ-ПЕТЕРБУРГА И ЛОМОНОСОВСКИЙ Р-Н ЛЕНИНГРАДСКОЙ ОБЛ.)
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В АДМИРАЛТЕЙСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ВАСИЛЕОСТРОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ВЫБОРГСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ- ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КИРОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КОЛПИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КРАСНОГВАРДЕЙСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КРАСНОСЕЛЬСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В КУРОРТНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В МОСКОВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В НЕВСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОГРАДСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПЕТРОДВОРЦОВОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПРИМОРСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ПУШКИНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. ВО ФРУНЗЕНСКОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛОМ УФМС РОССИИ ПО САНКТ- ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. САНКТ-ПЕТЕРБУРГА
ОТДЕЛЕНИЕМ УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. В БОКСИТОГОРСКОМ РАЙОНЕ
МРО № 1 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ КУРОРТНЫЙ И КРОНШТАДТСКИЙ Р-НЫ Г. САНКТ-ПЕТЕРБУРГА)
МРО № 2 УФМС РОССИИ ПО САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛ. (ОБСЛУЖИВАЕТ ПЕТРОДВОРЦОВЫЙ Р-Н Г. САНКТ-ПЕТЕРБУРГА И ЛОМОНОСОВСКИЙ Р-Н ЛЕНИНГРАДСКОЙ ОБЛ.)
1 ОМ АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
2 ОМ АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
3 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
4 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
5 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
6 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
7 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
8 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
9 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
10 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
11 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
12 ОМ МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
13 ОМ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
14 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
15 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
16 ОМ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
17 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
18 ОМ ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
19 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
20 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
21 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
22 ОМ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
23 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
24 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
25 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
26 ОМ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
27 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
28 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
29 ОМ МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
30 ОМ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
31 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
32 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
33 ОМ МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
34 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
35 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
36 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
37 ОМ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
38 ОМ АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
39 ОМ КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
40 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
41 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
42 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
43 ОМ ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
44 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
45 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
46 ОМ ПЕТРОДВОРЦОВОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
47 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
48 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
49 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
50 ОМ КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
51 ОМ МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
52 ОМ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
53 ОМ ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
54 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
55 ОМ КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
УВД КРОНШТАДТСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
57 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
58 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
59 ОМ ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
60 ОМ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
61 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
62 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
63 ОМ КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
64 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
65 ОМ КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
66 ОМ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
УВД КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
68 ОМ МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
85 ОМ ПЕТРОДВОРЦОВОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
ЛОМОНОСОВСКИМ ГОВД САНКТ-ПЕТЕРБУРГА
70 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
71 ОМ ПЕТРОГРАДСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
72 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
73 ОМ ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
74 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
75 ОМ НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
76 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
77 ОМ АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
78 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
79 ОМ ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
80 ОМ КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
81 ОМ КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
82 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
83 ОМ ПУШКИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
УВД ПУШКИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
УВД ПЕТРОДВОРЦОВОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
84 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
69 ОМ КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА
ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО
УМВД РОССИИ ПО ЕВРЕЙСКОЙ АО
МРО ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В Г. БИРОБИДЖАН
ОТДЕЛЕНИЕМ ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В Г. БИРОБИДЖАН
ТП В СЕЛЕ ПТИЧНИК МРО ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В Г. БИРОБИДЖАН
ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В БИРОБИДЖАНСКОМ РАЙОНЕ
ТП ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В ПОС. ПТИЧНИК
МО ОФМС РОССИИ ПО ЕВРЕЙСКОЙ АО В С. ЛЕНИНСКОЕ
